article,article_txt,mtb_merch_category_level1,mtb_ah_level1_txt,mtb_ah_level2_txt,mtb_ah_level3_txt,mtb_ah_level4_txt,mtb_ah_level5_txt,mtb_ah_level6_txt,mtb_ah_level7_txt,sellin_invoiced_eur_aar
MB1111202,PON FP/RB cap top turned/polished,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,TOOLS,TOOLS,97.900993764
MB1120494,Embossing device LLG leather tag,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,TOOLS,TOOLS,39.65
MB1124920,Fixing device / SAW redesign,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,TOOLS,TOOLS,182.85
MB1113287,Disassembly tool Bonheur mech.113810,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,TOOLS,TOOLS,562.036422136
MB1129035,"Special tool, slotted blade, 0,9mm",,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WRITING INSTRUMENTS SPARE PARTS,TOOLS,TOOLS,205.676315803
MBMX0009V1,GASKET H=0.6 D.EXT=33.0 D.INT=31.8,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,130.625655838
MBMXE06L01,CIRC GASKET CIRC SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,20.772793056
MBMXE0QV4C,CIRC GASKET I ELASTO TEEE RED,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,93.200150816
MBMX007WC6,GASK bzl TMW 42/43 transp D.ext=40.38,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,150.871567841
MBMXE03RM2,CIRC GASKET I ELASTO TEEE WHIT,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,202.662755594
MBMX0009TW,Bezel & back gasket SM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,16.091214197
MBMX008938,GASK bzl TMW 43 transp D.ext=40.4 TF,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,3.218242839
MBMX00674X,black SPO 44 cryst GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,23.736294974
MBMX000VWR,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,27.307316423
MBMX005P45,transp STA 41.5 rnd back cryst GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,5.70912142
MBMX008PMS,CIRC GASKET I ELASTO TEEE RED,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,2.82
MBMX0009V0,GASKET H=0.5 D.EXT=2.05 D.INT=1.05,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,264.943201571
MBMX005QM3,CIRC GASKET FLAT ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,3.376329131
MBMXE06M21,CIRC GASKET I SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,11.969109257
MBMX0009M5,CIRCLE GASKET,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,37.500576557
MBMX001WWW,"CIRCULAR GASKET,SUMMIT STEEL XL STEEL",,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,16.427821909
MBMXE03MDH,GSKT BCK CRYST CIRC ELASTO TRANSP D=24,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,108.379651144
MBMX000N5T,GSKT PUSH ELASTO BK D.ext=1.8,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,725.559554495
MBMX007BH1,transp STA 39 rnd back cryst GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,321.188961016
MBMX005MHB,ii STA RI  blk back GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,32.182428394
MBMXE042V4,GSKT CIRC PUSH ELASTO BK D.ext=4.0,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,3.376329131
MBMXE04261,GSKT CIRC ELASTO D.ext=35.7,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,53.440656402
MBMX007C8R,blk rnd STA 34 bezel GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,16.957509171
MBMX0009M6,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,25.286193738
MBMXE06SMQ,CIRC GASKET I SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,1.059374525
MBMX006ZKF,STA 42 blk back GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,21.137521794
MBMX001JTM,JOINT CIRC Elasto NBR ISOSWISS BIWI Noir,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,571.931339108
MBMX006MJ4,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,68.936727301
MBMX006NVF,blk TMW 39 crwn tub GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,31.572385475
MBMX008QKG,CIRC GASKET I ELASTO TEEE NATURAL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,41.391214197
MBMXE07JQM,GASKET L SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,24.66824284
MBMXE0B82K,CIRC GASKET I ELASTO TPA,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,16.614488237
MBMX007WG3,GASK bzl TMW 39 transp D.ext=36.88,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,31.840522849
MBMX001WT3,BACK GASKET PROFILE XL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,10.588619242
MBMX0066LX,wte SPO 44 cryst GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,1.059374525
MBMX0079ZH,WASHER PUSH TI D=2.96 x2.52,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,5.92
MBMX0009T1,BACK GASKET MEISTERSTUCK SPORT LARGE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,75.172770159
MBMXE05JT9,CIRC GASKET CIRC SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,18.759710142
MBMX001KTH,BACK GASKET PROFILE MM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,35.54
MBMX008QR4,GASK cryst MHE 39 transp. D.ext=35.2,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,17.322482148
MBMX007BH8,STLth0.15D2.2x1.42cr.tubeWASHER,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,52.263288835
MBMXE044FM,WASHER TI DE=2.5 ID=2,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,21.137521794
MBMX000PBL,Back cr gasket XL alarm,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,3.376329131
MBMXE05JT8,CIRC GASKET I SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,10.588619242
MBMX0060ZR,CIRC GASKET I ELASTO TEEE NATURAL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,61.620341864
MBMXE0BS7J,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,23.965160664
MBMX0009M3,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,33.231214197
MBMXE06L03,CIRC GASKET I SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,19.269337772
MBMX001QL2,SPO CRWN TUB GASK D.ext=3.7,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,6.319595599
MBMX005NH5,GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,1.059374525
MBMXE0CVZK,CIRC GASKET I ELASTO TPA,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,34.957977494
MBMX001KSQ,CRYSTAL GASKET PROFILE LM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,48.64
MBMX003G9G,JOINT CIRC TMW H=0.7 D.EXT=3.0 D.INT=1.6,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,343.802976215
MBMX000G0J,CIRCLE GASKET H=0.6,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,98.241974134
MBMX0009TZ,GASKET H=0.6 D.EXT=32.4 D.INT=31.2,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,78.521131157
MBMX007BHC,blk STA 39 back GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,46.735525125
MBMX0060ZV,transp STA 4810 44 rnd cryst GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,162.826027177
MBMX006M39,cas to ring Dext 27.6 TTP GASKET,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,2.9451611
MBMX0021L7,Crystal gasket,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,3.902388919
MBMXE0CKLT,CIRC GASKET I ELASTO TPA,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,9.96648568
MBMX0071T0,ii blk TMW 43 rnd back cryst GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,12.632137945
MBMXE05MFJ,CIRC GASKET CIRC SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,82.629551954
MBMX0071SK,ii blk TMW 43 back GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,61.956522667
MBMXE0KPJ3,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,27.131983856
MBMX006L68,STA 39 blk back GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,253.047862039
MBMX006LHZ,CIRC GASKET L ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,0.866294974
MBMX004L2W,Tube gasket XL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,504.669207515
MBMXE03MX6,GSKT CIRC D.ext=35.2,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,167.763586428
MBMXE073MW,CIRC GASKET I SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,54.129288629
MBMXE0CKLS,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,4.82736426
MBMXE05J1N,CIRC GASKET I SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,73.649276307
MBMXE042V3,GSKT PUSH ELASTO BK D.ext=1.9,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,101.38
MBMXE05FCH,CIRC GASKET CIRC SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,33.175091999
MBMXE03MXM,GSKT CIRC ELASTO BEZEL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,48.3
MBMX0009V3,CIRCLE GASKET H=0.6,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,72.381987656
MBMX00330K,Circular back gasket Elastomer,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,-59.199527898
MBMX005MH9,ii transp STA RI rnd back cryst GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,20.918578457
MBMX006L6J,transp STA 39 rnd cryst GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,114.025681285
MBMX0020LS,JOINT H=1.0 D.EXT=38.7 D.INT=37.98,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,543.259459591
MBMX005M66,TMW 42 BACK GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,24.617277633
MBMX004L25,Circular back gasket,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,7.972589948
MBMX001KTJ,CRYSTAL GASKET PROFILE MM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,29.55
MBMXE0KCV3,CIRC GASKET I ELASTO TEEE TRANSPARENT,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,7.02912142
MBMX004XFP,PRO CRYST GASK 33x44,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,44.474262322
MBMX002Q8C,GASKET H=0.8 D.EXT=26.1 D.INT=25.5,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,66.944452024
MBMX0009M2,Back cr gasket XL chrono,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,159.627005112
MBMX003RK1,GASKET H=0.75 D.EXT=35.1 D.INT=34.38,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,19.822736257
MBMXE0KFQK,CIRC GASKET FLAT ELASTO NBR,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,12.09655612
MBMXE070Q3,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,62.871752299
MBMX005NTS,PRO 23X35  BCK GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,116.552641271
MBMX00124R,Crystal gasket Chrono LM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,88.127967726
MBMX00124P,Bezel gasket Chrono LM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,37.205185489
MBMX0051MQ,SPO CRYST GASK D.ext=32.6,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,24.760629016
MBMX0016K9,CROWN GASKET MEISTERSTUCK XL STEEL,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,173.224552844
MBMXE0B99R,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,1.01448022
MBMXE07839,CIRC GASKET CIRC SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,31.612963358
MBMX007KCC,GASKET CRYST back D.ext=24.6,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,35.804632729
MBMX007C8N,transp shape STA 34 cryst GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,33.413696345
MBMX000X68,Crystal gasket Sport LM,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,114.829306859
MBMX0086W9,GASK bck STA 34 blk D.ext=27.2,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,21.678314561
MBMXE0D9HW,CIRC GASKET CIRC ELASTO NBR,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,6.436485678
MBMX0009TX,CIRCLE GASKET H=0.6,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,192.097937412
MBMXE08JNS,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,69.727913459
MBMX002QKD,GASKET H=0.9 D.EXT=35.7 D.INT=34.5,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,201.329260177
MBMXE0BG3W,CIRC GASKET I ELASTO TPA,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,36.647318468
MBMXE06M1T,CIRC GASKET I SYNTH,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,37.858483782
MBMXE0BRHN,CIRC GASKET CIRC ELASTO NBR,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,2.598884922
MBMX004L20,PRO BCK GASKET,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,28.261195336
MBMXE042V5,CIRC GASKET CIRC ELASTO NBR,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,76.570097432
MBMX008R5P,GASK crwn tub blk D.ext=2.2,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,50.584745707
MBMX005P42,CIRC GASKET I ELASTO TEEE,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,36.621214197
MBMXE0CVJJ,CIRC GASKET I ELASTO TPA,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,2.04
MBMX0071MJ,blk TMW 43 back GASK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,382.068419715
MBMXE042S6,CIRC GASKET CIRC ELASTO NBR BLCK,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,85.075922144
MBMX0033QL,SHAPED GASKET,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,15.362421627
MBMXE09X8R,CIRC GASKET I ELASTO TPA,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,22.232570716
MBMXE0BF87,CIRC GASKET I ELASTO TPA,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,44.926731106
MBMX0034FS,Gasket Dext=26.1 Dint=25.42 H=0.65,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,251.275238639
MBMX003663,GASKET H=0.75 D.EXT=24.6 D.INT=23.88,,MONTBLANC,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,SERVICES/SPARE PARTS,WATCH SPARE PARTS,COMMON,GASKET,135.457190784
